mtm,plantLoc,period,supply,wfmv
94024SS,GLE,14,1.00,176.620
94024SS,GLE,23,2.00,0.000
94024SS,GLE,31,1.00,0.000
9402600,GMR,1,4.00,96.822
9402600,GLE,6,2.00,0.000
9402600,GLN,11,1.00,111.170
9402600,GLN,18,1.00,0.000
9402600,GLE,19,1.00,548.330
9402600,GLE,23,3.00,0.000
9402600,GLN,26,1.00,0.000
9402600,GLE,27,2.00,81.365
9402600,GLE,29,1.00,0.000
9402620,GMR,1,1.00,0.000
9402620,GLE,6,2.00,0.000
9402620,GLE,23,7.00,0.000
9402720,GMR,1,3.00,2492.170
9402720,GLE,5,1.00,0.000
9402720,GLE,10,1.00,0.000
9402720,GLN,15,1.00,0.000
9402720,GLE,23,3.00,0.000
9402720,GLN,23,1.00,0.000
9402720,GLE,27,5.00,264.720
9402720,GLE,31,1.00,0.000
9402720,GLN,31,1.00,0.000
9402820,GLE,7,1.00,0.000
9402A02,GLE,21,1.00,0.000
9402C04,GLE,10,1.00,0.000
9402D02,GLE,22,1.00,0.000
9402D04,GLE,10,5.00,0.000
9402D04,GLE,18,1.00,0.000
9402D04,GLE,28,1.00,0.000
9402E02,GLE,14,1.00,0.000
9402E02,GLE,23,10.00,0.000
9402E04,GLE,4,1.00,0.000
9402E04,GLE,10,1.00,0.000
9402E04,GLE,23,1.00,0.000
9402E04,GLE,24,1.00,0.000
9402F02,GLE,18,1.00,376.640
9402F02,GLE,19,1.00,786.150
9402F02,GLE,21,1.00,36.000
9402F02,GLE,22,1.00,354.480
9402F04,GLE,14,1.00,804.760
9402F04,GLE,23,1.00,0.000
9402F04,GLE,27,1.00,0.000
9402S20,GMR,1,1.00,0.010
9402UPG,GLE,16,1.00,0.000
9402Y10,GLE,18,2.00,0.000
9402Y10,GLE,23,1.00,0.000
9404200,GLE,13,1.00,1303.810
9404200,GLE,24,1.00,0.000
9404400,GLE,5,1.00,0.000
9404400,GLE,10,1.00,0.000
9404400,GLE,11,1.00,0.000
9404400,GLE,14,1.00,0.010
9404400,GLE,18,1.00,0.000
9404400,GLE,27,1.00,119.700
9404600,GMM,1,1.00,7.170
9404620,GLE,23,2.00,0.000
9404620,GLE,31,1.00,0.000
9404720,GMR,1,3.00,408.573
9404720,GLE,23,1.00,773.780
9404730,GMR,1,1.00,0.170
9404820,GLN,11,1.00,0.000
9404B10,GLE,8,1.00,0.000
9404B10,GLE,9,1.00,0.000
9404B10,GLE,21,1.00,0.000
9404B10,GLE,23,1.00,0.000
9404B20,GLE,9,1.00,0.000
9404B20,GLE,14,1.00,0.000
9404C10,GLE,14,1.00,0.000
9404C10,GLE,18,1.00,1721.710
9404C10,GLE,22,1.00,0.000
9404C10,GLE,23,2.00,0.000
9404C10,GLE,27,1.00,0.000
9404C10,GLE,29,1.00,0.000
9404C10,GLE,31,1.00,0.000
9404C20,GLE,20,1.00,0.000
9404C20,GLE,22,1.00,2981.940
9404C20,GLE,23,2.00,0.000
9404C25,GLE,23,2.00,0.000
9404D10,GLE,7,1.00,0.000
9404D10,GLE,9,1.00,0.000
9404D10,GLE,14,1.00,0.000
9404D10,GLE,18,1.00,0.000
9404D10,GLE,21,1.00,0.000
9404D10,GLE,22,1.00,1775.030
9404D10,GLE,30,1.00,0.000
9404D20,GLE,8,2.00,0.000
9404D20,GLE,21,1.00,2933.630
9404D20,GLE,24,1.00,0.000
9404D25,GLE,7,1.00,0.000
9404E10,GLE,6,1.00,0.000
9404E10,GLE,7,5.00,0.000
9404E10,GLE,9,1.00,872.190
9404E10,GLE,10,11.00,0.000
9404E10,GLE,14,1.00,0.000
9404E10,GLE,18,2.00,0.000
9404E10,GLE,20,3.00,0.000
9404E10,GLE,21,1.00,0.000
9404E10,GLE,22,4.00,0.000
9404E10,GLE,23,3.00,379.740
9404E10,GLN,23,1.00,0.000
9404E10,GLE,26,1.00,212.040
9404E10,GLE,27,1.00,0.000
9404E20,GLE,15,1.00,5023.190
9404E20,GLE,21,1.00,12282.680
9404E20,GLE,23,3.00,0.000
9404E20,GLE,32,1.00,0.000
9404E25,GLE,29,1.00,0.000
9404F10,GLE,8,2.00,0.000
9404F10,GLE,9,1.00,0.000
9404F10,GLE,10,2.00,0.000
9404F10,GLE,11,1.00,0.000
9404F10,GLE,12,3.00,0.000
9404F10,GLE,16,1.00,681.740
9404F10,GLE,18,2.00,349.465
9404F10,GLE,20,3.00,707.856
9404F10,GLE,23,7.00,174.282
9404F10,GLE,26,2.00,726.620
9404F10,GLE,27,1.00,0.000
9404F10,GLE,28,1.00,1012.080
9404F10,GLN,30,1.00,0.000
9404F10,GLE,31,1.00,0.000
9404F20,GLE,5,1.00,255.910
9404F20,GLE,14,1.00,2347.840
9404F20,GLE,22,1.00,2469.930
9404F20,GLE,23,1.00,0.000
9404F20,GLE,31,2.00,954.310
9406001,GLE,31,2.00,208.775
9406150,GLE,5,1.00,20.470
9406170,GMM,1,118.00,380.845
9406170,GMR,1,71.00,1105.609
9406170,GLN,4,8.00,1622.161
9406170,GLE,4,12.00,123.031
9406170,GLN,5,17.00,1197.039
9406170,GLE,5,111.00,646.744
9406170,GLN,6,6.00,2098.541
9406170,GLE,6,8.00,602.426
9406170,GLN,7,4.00,812.180
9406170,GLE,7,23.00,581.888
9406170,GLN,8,4.00,2017.062
9406170,GLE,8,10.00,407.753
9406170,GLN,9,2.00,215.025
9406170,GLE,9,13.00,1211.902
9406170,GLN,10,25.00,1284.272
9406170,GLE,10,283.00,183.269
9406170,GLE,11,11.00,512.194
9406170,GLN,12,2.00,1498.320
9406170,GLE,12,12.00,185.993
9406170,GLN,13,2.00,1701.630
9406170,GLE,13,6.00,8.785
9406170,GLN,14,41.00,1567.876
9406170,GLE,14,79.00,424.511
9406170,GLN,15,8.00,1087.518
9406170,GLE,15,8.00,510.268
9406170,GLN,16,5.00,2190.436
9406170,GLE,16,15.00,482.977
9406170,GLN,17,6.00,816.645
9406170,GLE,17,4.00,53.120
9406170,GLN,18,5.00,808.616
9406170,GLE,18,52.00,420.519
9406170,GLN,19,7.00,1042.737
9406170,GLE,19,12.00,1800.971
9406170,GLN,20,6.00,396.246
9406170,GLE,20,12.00,21.554
9406170,GLE,21,11.00,373.923
9406170,GLN,21,2.00,980.205
9406170,GLN,22,2.00,1220.560
9406170,GLE,22,65.00,1254.970
9406170,GLE,23,252.00,265.969
9406170,GLN,23,35.00,1195.455
9406170,GLN,24,3.00,1061.513
9406170,GLE,24,28.00,592.751
9406170,GLE,25,1.00,0.000
9406170,GLE,26,13.00,332.645
9406170,GLN,26,5.00,2532.884
9406170,GLN,27,6.00,1207.298
9406170,GLE,27,115.00,478.540
9406170,GLE,28,3.00,284.640
9406170,GLN,28,7.00,764.447
9406170,GLN,29,4.00,310.720
9406170,GLE,29,17.00,706.799
9406170,GLE,30,6.00,126.690
9406170,GLN,30,3.00,0.000
9406170,GLN,31,6.00,679.146
9406170,GLE,31,49.00,191.132
9406170,GLE,32,27.00,1171.641
9406170,GLN,32,1.00,0.000
9406179,GLE,10,1.00,106.430
940617H,GMM,1,11.00,277.794
9406250,GMM,1,2.00,613.310
9406250,GMR,1,3.00,1084.706
9406250,GLE,5,3.00,460.196
9406250,GLN,8,1.00,4648.940
9406250,GLE,9,1.00,0.000
9406250,GLE,10,10.00,522.868
9406250,GLN,11,1.00,1255.920
9406250,GLE,12,1.00,1234.290
9406250,GLN,13,1.00,2087.390
9406250,GLE,14,6.00,398.396
9406250,GLN,14,1.00,2051.770
9406250,GLN,15,1.00,1570.520
9406250,GLE,16,1.00,610.770
9406250,GLE,18,17.00,253.701
9406250,GLE,19,1.00,1628.630
9406250,GLE,21,1.00,0.000
9406250,GLE,22,2.00,1008.540
9406250,GLN,22,1.00,1560.600
9406250,GLE,23,32.00,466.569
9406250,GLN,23,14.00,2207.206
9406250,GLE,24,4.00,918.365
9406250,GLN,24,1.00,2587.570
9406250,GLN,25,3.00,1912.783
9406250,GLE,26,1.00,803.890
9406250,GLE,27,18.00,211.582
9406250,GLE,28,1.00,1068.090
9406250,GLN,28,1.00,945.220
9406250,GLE,29,4.00,1204.882
9406250,GLN,29,2.00,1475.590
9406250,GLN,30,1.00,945.220
9406250,GLE,31,8.00,838.962
9406250,GLN,32,2.00,2225.395
9406250,GLE,32,1.00,1857.390
9406270,GMM,1,27.00,1244.577
9406270,GMR,1,64.00,3692.106
9406270,GLN,4,13.00,5229.397
9406270,GLE,5,32.00,3321.126
9406270,GLN,5,10.00,4556.098
9406270,GLE,6,2.00,2634.425
9406270,GLN,6,10.00,4042.663
9406270,GLE,7,1.00,0.000
9406270,GLN,7,7.00,6277.667
9406270,GLE,8,3.00,2827.860
9406270,GLN,8,14.00,7089.793
9406270,GLE,9,3.00,772.140
9406270,GLN,9,4.00,6031.787
9406270,GLE,10,76.00,3781.758
9406270,GLN,10,10.00,5550.395
9406270,GLE,11,2.00,2536.865
9406270,GLN,11,14.00,6747.376
9406270,GLN,12,11.00,3961.906
9406270,GLN,13,5.00,8038.428
9406270,GLE,14,43.00,2043.010
9406270,GLN,14,15.00,6922.007
9406270,GLE,15,2.00,2734.035
9406270,GLN,15,14.00,4252.628
9406270,GLE,16,4.00,2405.890
9406270,GLN,16,7.00,2579.994
9406270,GLE,17,4.00,2772.277
9406270,GLN,17,8.00,4724.877
9406270,GLE,18,60.00,2306.559
9406270,GLN,18,13.00,4552.243
9406270,GLE,19,11.00,2809.257
9406270,GLN,19,9.00,5124.478
9406270,GLE,20,7.00,2054.391
9406270,GLN,20,13.00,3959.416
9406270,GLE,21,6.00,1574.478
9406270,GLN,21,8.00,4846.286
9406270,GLE,22,9.00,3451.114
9406270,GLN,22,9.00,4851.418
9406270,GLE,23,173.00,1865.239
9406270,GLN,23,27.00,4335.097
9406270,GLE,24,6.00,1724.353
9406270,GLN,24,9.00,7233.731
9406270,GLE,25,18.00,2159.697
9406270,GLN,25,11.00,5139.870
9406270,GLE,26,2.00,2427.920
9406270,GLN,26,11.00,3620.197
9406270,GLE,27,85.00,1975.311
9406270,GLN,27,12.00,4738.213
9406270,GLE,28,7.00,2500.768
9406270,GLN,28,3.00,6891.743
9406270,GLE,29,7.00,4375.967
9406270,GLN,29,7.00,5490.007
9406270,GLE,30,5.00,644.968
9406270,GLN,30,5.00,4590.688
9406270,GLE,31,41.00,2649.424
9406270,GLN,31,13.00,4947.238
9406270,GLE,32,10.00,4668.242
9406270,GLN,32,12.00,5958.194
940627H,GMM,1,8.00,959.088
9406300,GMR,1,1.00,0.010
9406300,GLE,4,1.00,0.000
9406300,GLE,5,2.00,0.000
9406300,GLN,5,1.00,0.000
9406300,GLE,7,2.00,0.000
9406300,GLE,8,5.00,0.000
9406300,GLE,9,2.00,2705.710
9406300,GLE,10,2.00,0.000
9406300,GLE,11,3.00,0.000
9406300,GLE,12,3.00,740.823
9406300,GLE,13,2.00,2208.795
9406300,GLE,14,3.00,0.000
9406300,GLE,16,2.00,1.610
9406300,GLE,17,3.00,1269.643
9406300,GLN,17,1.00,0.000
9406300,GLN,18,1.00,0.000
9406300,GLE,18,2.00,85.160
9406300,GLE,19,1.00,0.000
9406300,GLE,20,1.00,0.000
9406300,GLE,21,1.00,5965.030
9406300,GLN,21,1.00,0.000
9406300,GLE,22,3.00,1118.073
9406300,GLE,23,8.00,282.373
9406300,GLE,24,2.00,7494.095
9406300,GLE,26,1.00,0.000
9406300,GLE,27,1.00,314.130
9406300,GLE,28,2.00,0.000
9406300,GLE,29,1.00,198.160
9406300,GLE,31,3.00,378.876
9406300,GLE,32,1.00,996.600
940630S,GLE,6,1.00,0.000
940630S,GLE,8,1.00,0.000
940630S,GLE,15,1.00,0.000
940630S,GLE,23,1.00,0.000
9406310,GLE,5,1.00,0.000
9406310,GLE,6,1.00,0.000
9406310,GLE,9,1.00,0.000
9406310,GLE,10,4.00,0.172
9406310,GLE,12,2.00,133.275
9406310,GLE,14,1.00,0.000
9406310,GLE,15,1.00,0.000
9406310,GLE,16,1.00,0.000
9406310,GLE,18,1.00,0.000
9406310,GLE,20,1.00,29538.080
9406310,GLE,21,2.00,0.000
9406310,GLE,22,1.00,0.000
9406310,GLE,23,6.00,289.495
9406310,GLE,24,2.00,0.000
9406310,GLE,25,1.00,0.000
9406310,GLE,26,1.00,0.000
9406310,GLE,27,1.00,0.000
9406310,GLE,29,2.00,2498.325
9406310,GLE,32,1.00,0.000
9406320,GLE,5,1.00,0.000
9406320,GLE,10,2.00,0.000
9406320,GLE,14,1.00,0.000
9406320,GLE,19,1.00,0.000
9406320,GLE,23,2.00,0.000
9406400,GLE,27,1.00,4207.990
9406500,GLE,4,1.00,0.000
9406500,GLE,5,4.00,144.600
9406500,GLE,6,3.00,0.000
9406500,GLE,7,2.00,0.000
9406500,GLE,8,2.00,0.000
9406500,GLN,8,1.00,0.000
9406500,GLE,9,3.00,0.000
9406500,GLE,10,10.00,66.782
9406500,GLE,11,4.00,51.652
9406500,GLE,12,1.00,0.000
9406500,GLE,14,6.00,0.000
9406500,GLE,15,1.00,0.000
9406500,GLE,16,3.00,1645.066
9406500,GLE,17,1.00,3.380
9406500,GLE,18,5.00,464.430
9406500,GLE,19,1.00,0.000
9406500,GLE,20,1.00,693.270
9406500,GLE,21,6.00,821.236
9406500,GLE,23,11.00,57.540
9406500,GLE,24,1.00,0.000
9406500,GLE,25,2.00,0.000
9406500,GLE,27,5.00,0.000
9406500,GLE,28,1.00,0.000
9406500,GLE,29,1.00,0.000
9406500,GLE,31,1.00,0.000
940650S,GLE,4,1.00,2744.380
940650S,GLE,8,1.00,3931.740
940650S,GLE,10,3.00,0.000
940650S,GLE,13,1.00,0.000
940650S,GLN,14,1.00,199.150
940650S,GLE,18,1.00,0.000
940650S,GLE,21,1.00,1187.340
940650S,GLE,23,1.00,0.000
940650S,GLE,27,1.00,15.750
940650S,GLE,30,1.00,1320.300
940650S,GLE,31,1.00,0.000
9406510,GMR,1,1.00,0.010
9406510,GLE,5,2.00,594.900
9406510,GLE,6,1.00,0.000
9406510,GLE,9,1.00,0.000
9406510,GLE,10,4.00,0.000
9406510,GLE,11,1.00,0.000
9406510,GLE,12,1.00,5000.820
9406510,GLE,13,1.00,0.000
9406510,GLE,14,2.00,1371.580
9406510,GLE,16,1.00,0.000
9406510,GLE,18,5.00,2615.326
9406510,GLE,23,6.00,1821.948
9406510,GLE,25,1.00,1434.970
9406510,GLE,27,1.00,2585.950
9406510,GLE,29,1.00,0.000
9406510,GLE,31,2.00,0.000
9406510,GLE,32,2.00,0.010
9406520,GLE,27,1.00,0.000
9406530,GLN,5,1.00,0.000
9406530,GLE,8,2.00,0.000
9406530,GLE,9,2.00,0.000
9406530,GLE,10,6.00,0.000
9406530,GLE,12,1.00,0.000
9406530,GLE,14,1.00,0.000
9406530,GLN,15,1.00,0.000
9406530,GLE,17,2.00,13300.100
9406530,GLE,18,2.00,12562.055
9406530,GLE,20,1.00,2313.680
9406530,GLE,23,4.00,0.000
9406530,GLE,26,1.00,0.000
940653S,GLE,7,1.00,0.000
940653S,GLE,8,1.00,0.000
940653S,GLE,9,1.00,0.000
940653S,GLE,10,1.00,2461.960
940653S,GLE,12,1.00,0.000
940653S,GLE,18,2.00,1986.575
9406600,GMM,1,1.00,46.000
9406600,GMR,1,1.00,0.000
9406600,GLE,4,1.00,6025.780
9406600,GLE,5,8.00,154.657
9406600,GLN,5,1.00,129.090
9406600,GLE,6,1.00,2241.120
9406600,GLE,7,2.00,0.000
9406600,GLE,8,1.00,0.000
9406600,GLE,9,5.00,1059.892
9406600,GLE,10,9.00,926.745
9406600,GLN,10,1.00,129.090
9406600,GLE,11,5.00,981.008
9406600,GLN,11,1.00,0.000
9406600,GLE,12,5.00,579.410
9406600,GLN,12,1.00,117.740
9406600,GLE,13,1.00,2639.730
9406600,GLE,14,12.00,338.591
9406600,GLN,14,1.00,139.460
9406600,GLN,15,1.00,0.000
9406600,GLE,16,5.00,1167.880
9406600,GLN,16,1.00,129.090
9406600,GLE,17,6.00,1828.340
9406600,GLE,18,8.00,826.056
9406600,GLE,19,4.00,879.832
9406600,GLE,20,2.00,2531.930
9406600,GLE,21,10.00,1547.141
9406600,GLE,22,8.00,1602.956
9406600,GLE,23,37.00,471.099
9406600,GLE,25,1.00,282.160
9406600,GLE,26,2.00,1805.425
9406600,GLE,27,12.00,171.011
9406600,GLE,28,2.00,196.860
9406600,GLN,28,1.00,0.000
9406600,GLE,29,2.00,988.740
9406600,GLE,30,1.00,0.000
9406600,GLE,31,6.00,811.301
9406600,GLE,32,3.00,476.426
9406600,GLN,32,1.00,0.000
9406620,GMM,1,1.00,5721.320
9406620,GMR,1,19.00,665.237
9406620,GLN,4,1.00,129.090
9406620,GLE,4,1.00,0.000
9406620,GLE,5,5.00,0.000
9406620,GLN,5,2.00,769.825
9406620,GLE,6,1.00,0.000
9406620,GLE,7,7.00,2512.901
9406620,GLN,7,1.00,0.000
9406620,GLE,8,1.00,0.000
9406620,GLE,9,2.00,0.000
9406620,GLE,10,20.00,2951.205
9406620,GLN,10,1.00,194.540
9406620,GLE,11,2.00,15655.625
9406620,GLE,12,1.00,0.000
9406620,GLN,12,2.00,0.000
9406620,GLN,13,1.00,0.000
9406620,GLE,13,5.00,7550.446
9406620,GLE,14,8.00,663.082
9406620,GLN,14,1.00,129.090
9406620,GLN,15,2.00,0.000
9406620,GLE,16,3.00,5685.760
9406620,GLE,17,3.00,4142.050
9406620,GLN,17,1.00,653.920
9406620,GLN,18,4.00,43.425
9406620,GLE,18,8.00,5486.817
9406620,GLE,19,2.00,1832.400
9406620,GLN,19,1.00,0.000
9406620,GLE,20,4.00,847.662
9406620,GLE,21,7.00,6393.495
9406620,GLN,21,2.00,0.000
9406620,GLN,22,1.00,295.330
9406620,GLE,22,3.00,9619.313
9406620,GLE,23,30.00,1345.976
9406620,GLN,23,2.00,138.245
9406620,GLN,24,1.00,111.170
9406620,GLE,25,6.00,4402.625
9406620,GLE,26,1.00,0.000
9406620,GLE,27,11.00,164.580
9406620,GLN,27,1.00,0.000
9406620,GLN,28,1.00,184.400
9406620,GLE,28,1.00,0.000
9406620,GLE,29,2.00,0.000
9406620,GLN,30,1.00,0.000
9406620,GLN,31,1.00,129.090
9406620,GLE,31,7.00,1704.897
9406620,GLE,32,2.00,691.195
9406640,GMR,1,1.00,1134.670
9406640,GLE,5,1.00,0.000
9406640,GLE,6,1.00,0.000
9406640,GLN,9,1.00,1242.420
9406640,GLE,10,2.00,0.000
9406640,GLN,10,2.00,94.410
9406640,GLE,12,1.00,0.000
9406640,GLN,12,1.00,387.250
9406640,GLN,14,1.00,0.000
9406640,GLN,16,1.00,790.160
9406640,GLE,23,3.00,28914.936
9406640,GLE,24,1.00,0.000
9406640,GLE,25,1.00,0.000
9406640,GLE,27,1.00,35872.220
9406640,GLN,27,2.00,0.000
9406640,GLE,28,1.00,0.000
9406650,GLN,15,1.00,0.000
9406650,GLN,23,1.00,3869.930
9406710,GLE,14,1.00,0.000
9406710,GLE,27,1.00,51.330
9406720,GMM,1,98.00,2847.309
9406720,GMR,1,159.00,4226.118
9406720,GLE,4,5.00,6846.018
9406720,GLN,4,1.00,1608.480
9406720,GLE,5,28.00,1764.645
9406720,GLN,5,7.00,7724.581
9406720,GLE,6,6.00,373.943
9406720,GLE,7,3.00,2956.680
9406720,GLN,7,6.00,8935.290
9406720,GLN,8,3.00,3084.636
9406720,GLE,8,7.00,5800.220
9406720,GLE,9,4.00,268.677
9406720,GLN,9,3.00,4550.966
9406720,GLN,10,8.00,24524.183
9406720,GLE,10,43.00,1897.971
9406720,GLE,11,9.00,2316.772
9406720,GLN,11,3.00,5413.200
9406720,GLN,12,2.00,1237.990
9406720,GLE,12,8.00,2464.067
9406720,GLE,13,11.00,3345.781
9406720,GLN,13,5.00,4228.272
9406720,GLN,14,10.00,10457.010
9406720,GLE,14,29.00,1500.392
9406720,GLE,15,1.00,1597.970
9406720,GLN,15,3.00,1310.723
9406720,GLN,16,3.00,1847.133
9406720,GLE,16,7.00,713.860
9406720,GLN,17,9.00,9395.947
9406720,GLN,18,6.00,10666.935
9406720,GLE,18,27.00,1848.562
9406720,GLE,19,5.00,2291.340
9406720,GLN,19,1.00,4759.740
9406720,GLN,20,2.00,11646.195
9406720,GLE,20,4.00,2105.437
9406720,GLE,21,8.00,2886.568
9406720,GLN,21,3.00,5468.400
9406720,GLN,22,4.00,13862.705
9406720,GLE,22,4.00,1670.740
9406720,GLE,23,96.00,1221.069
9406720,GLN,23,10.00,3237.489
9406720,GLN,24,5.00,1314.436
9406720,GLE,24,9.00,3031.202
9406720,GLE,25,3.00,991.310
9406720,GLN,25,2.00,6005.280
9406720,GLN,26,4.00,1414.195
9406720,GLE,26,6.00,3695.036
9406720,GLN,27,12.00,7620.880
9406720,GLE,27,90.00,940.788
9406720,GLN,28,3.00,1514.413
9406720,GLE,28,1.00,2392.310
9406720,GLN,29,2.00,18979.705
9406720,GLE,29,4.00,3299.262
9406720,GLN,30,5.00,1704.508
9406720,GLE,30,4.00,1833.560
9406720,GLN,31,4.00,2634.850
9406720,GLE,31,20.00,2519.482
9406720,GLN,32,2.00,4559.515
9406720,GLE,32,2.00,960.340
940672H,GMM,1,29.00,1091.163
9406730,GMM,1,38.00,11042.036
9406730,GMR,1,96.00,14600.910
9406730,GLE,4,1.00,4246.140
9406730,GLN,5,1.00,9694.180
9406730,GLE,6,3.00,454.723
9406730,GLE,10,3.00,75.900
9406730,GLE,11,2.00,4580.575
9406730,GLN,12,1.00,542.570
9406730,GLE,14,5.00,14272.360
9406730,GLN,14,4.00,53768.670
9406730,GLE,15,1.00,0.000
9406730,GLN,15,1.00,0.000
9406730,GLE,17,1.00,6983.270
9406730,GLN,17,1.00,0.000
9406730,GLE,19,1.00,4312.750
9406730,GLN,19,1.00,6755.150
9406730,GLE,20,1.00,4674.940
9406730,GLN,20,2.00,9435.690
9406730,GLE,21,1.00,0.000
9406730,GLN,21,6.00,3707.056
9406730,GLE,22,1.00,9116.630
9406730,GLN,22,2.00,322.710
9406730,GLE,23,19.00,6496.940
9406730,GLE,24,2.00,13256.035
9406730,GLE,26,1.00,11436.820
9406730,GLN,26,1.00,0.000
9406730,GLE,27,3.00,1456.933
9406730,GLN,27,2.00,10024.920
9406730,GLN,28,1.00,4121.180
9406730,GLN,29,2.00,12438.210
9406730,GLE,30,1.00,3182.490
9406730,GLE,31,1.00,493.590
9406730,GLN,31,1.00,1736.160
9406730,GLN,32,2.00,29027.015
940673H,GMM,1,2.00,1065.730
9406740,GMM,1,2.00,31972.565
9406740,GMR,1,9.00,47531.920
9406740,GLE,8,1.00,34384.240
9406740,GLE,10,2.00,0.000
9406740,GLN,14,1.00,123792.390
9406740,GLN,16,1.00,113502.870
9406740,GLN,18,2.00,66389.585
9406740,GLN,23,2.00,27390.085
9406740,GLE,23,3.00,0.000
9406740,GLE,26,1.00,25777.900
9406740,GLN,26,1.00,84353.880
9406740,GLN,27,1.00,0.000
94067XX,GLE,18,1.00,3644.600
9406820,GMM,1,8.00,3750.145
9406820,GMR,1,70.00,19476.671
9406820,GLN,4,2.00,13052.610
9406820,GLN,5,2.00,14942.995
9406820,GLE,5,5.00,4981.754
9406820,GLE,6,3.00,6816.246
9406820,GLN,6,2.00,3099.870
9406820,GLN,7,5.00,44793.496
9406820,GLE,7,1.00,0.000
9406820,GLE,8,1.00,7069.600
9406820,GLN,8,5.00,29210.130
9406820,GLN,9,5.00,15872.792
9406820,GLE,9,2.00,0.000
9406820,GLE,10,11.00,4636.894
9406820,GLN,10,6.00,12728.000
9406820,GLE,11,2.00,50298.815
9406820,GLN,11,4.00,30049.192
9406820,GLE,12,3.00,5251.370
9406820,GLN,12,2.00,11989.625
9406820,GLE,13,4.00,6615.377
9406820,GLE,14,16.00,8620.720
9406820,GLN,14,11.00,24242.068
9406820,GLE,15,2.00,9953.400
9406820,GLN,15,2.00,17793.245
9406820,GLN,16,4.00,39229.115
9406820,GLN,17,1.00,692.170
9406820,GLE,18,14.00,11633.487
9406820,GLN,18,11.00,28353.005
9406820,GLE,19,9.00,11945.658
9406820,GLN,19,2.00,34212.625
9406820,GLE,20,4.00,12943.932
9406820,GLN,20,2.00,25263.585
9406820,GLE,21,9.00,4141.838
9406820,GLN,21,8.00,25114.655
9406820,GLE,22,6.00,6647.630
9406820,GLN,22,7.00,13616.608
9406820,GLE,23,61.00,7906.360
9406820,GLN,23,28.00,20372.181
9406820,GLE,24,13.00,12179.193
9406820,GLN,24,3.00,19821.516
9406820,GLE,25,6.00,8614.258
9406820,GLN,25,9.00,10776.708
9406820,GLE,26,4.00,1775.022
9406820,GLN,26,2.00,8835.300
9406820,GLE,27,47.00,6905.177
9406820,GLN,27,9.00,27287.060
9406820,GLE,28,6.00,13325.995
9406820,GLE,29,5.00,7720.996
9406820,GLN,29,2.00,10171.550
9406820,GLE,30,1.00,10006.930
9406820,GLN,30,3.00,14122.686
9406820,GLE,31,23.00,5124.217
9406820,GLN,31,9.00,11984.873
9406820,GLE,32,3.00,2377.596
9406820,GLN,32,4.00,30034.610
9406830,GMR,1,11.00,80982.279
9406830,GLN,5,4.00,17211.742
9406830,GLN,6,1.00,32093.460
9406830,GLN,8,2.00,79718.835
9406830,GLN,9,4.00,92004.950
9406830,GLE,9,1.00,0.000
9406830,GLN,10,1.00,42097.320
9406830,GLE,10,5.00,2477.560
9406830,GLE,11,3.00,22989.783
9406830,GLN,13,3.00,20350.720
9406830,GLN,14,4.00,26459.640
9406830,GLE,14,2.00,8882.455
9406830,GLE,17,1.00,84161.200
9406830,GLN,17,1.00,0.000
9406830,GLE,18,1.00,18925.320
9406830,GLN,18,2.00,51260.580
9406830,GLE,19,1.00,13557.980
9406830,GLN,19,1.00,36657.230
9406830,GLN,20,1.00,0.000
9406830,GLE,21,1.00,44165.310
9406830,GLN,21,3.00,59384.110
9406830,GLE,22,1.00,29988.800
9406830,GLN,22,7.00,10924.020
9406830,GLE,23,12.00,13065.927
9406830,GLN,23,8.00,50151.333
9406830,GLE,24,2.00,23971.500
9406830,GLN,24,1.00,116109.310
9406830,GLN,25,1.00,208650.060
9406830,GLN,26,1.00,0.000
9406830,GLE,27,3.00,34955.310
9406830,GLN,27,2.00,55319.330
9406830,GLN,29,2.00,12054.670
9406830,GLE,31,3.00,48564.710
9406830,GLN,31,1.00,0.000
9406830,GLE,32,1.00,0.000
9406840,GMM,1,2.00,175868.000
9406840,GMR,1,5.00,658769.490
9406840,GLN,5,1.00,245506.010
9406840,GLN,8,1.00,131260.040
9406840,GLN,9,1.00,0.000
9406840,GLN,11,1.00,97508.610
9406840,GLN,13,2.00,119299.455
9406840,GLN,14,2.00,0.000
9406840,GLN,22,1.00,143791.520
9406840,GLE,23,3.00,13426.350
9406840,GLN,23,1.00,206274.770
9406840,GLE,27,1.00,0.000
9406840,GLN,27,1.00,6299.530
9406840,GLN,28,1.00,0.000
9406B30,GLE,15,1.00,0.000
9406B30,GLE,17,1.00,0.000
9406B30,GLE,21,1.00,0.000
9406B30,GLE,23,2.00,0.000
9406B35,GLE,5,1.00,0.000
9406B35,GLE,9,1.00,0.000
9406B35,GLE,10,1.00,0.000
9406B35,GLE,12,1.00,0.000
9406B35,GLE,14,1.00,0.000
9406B35,GLE,16,1.00,0.000
9406B35,GLE,23,1.00,0.000
9406B40,GLE,9,1.00,0.000
9406B40,GLE,22,1.00,0.000
9406B40,GLE,23,1.00,0.000
9406B40,GLE,30,1.00,17295.490
9406B45,GLE,9,2.00,0.000
9406B45,GLE,10,2.00,0.000
9406B45,GLE,12,1.00,0.000
9406B45,GLE,14,1.00,0.000
9406B45,GLE,23,1.00,0.000
9406B50,GLE,21,1.00,21727.930
9406B50,GLE,23,1.00,0.000
9406B60,GLE,23,2.00,0.000
